name,prefecture,area,type,avg_temp,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,website,map
山部自然公園太陽の里キャンプ場,北海道,,,6.7,-8.3,-7.4,-2.2,5.3,12.1,16.8,20.6,20.8,16.1,9.2,2.1,-5.1,,"https://www.google.com/maps?q=43.2464138,142.3418946"
岩瀬牧場,福島県,,,11.8,0.3,0.9,4.3,9.8,15.5,19.2,22.6,23.9,19.9,14.0,8.5,3.0,,"https://www.google.com/maps?q=37.2515577,140.3649795"
昭和の森フォレストビレッジ,千葉県,,,15.7,5.2,6.0,9.3,14.1,18.4,21.5,25.4,26.8,23.4,18.1,12.8,7.7,https://forestvillage.jp/,"https://www.google.com/maps?q=35.5175677,140.2765918"
塘路元村キャンプ場,北海道,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.sip.or.jp/~kankou/enjoy/enjoy-camp.html,"https://www.google.com/maps?q=43.1528919,144.5099393"
赤眼四十八滝キャンプ場,奈良県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.57073,136.0796496"
TARI CANHA Murakushi BEACH,静岡県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.7120117,137.583259"
清和県民の森キャンプ場,神奈川県,,,14.2,3.5,4.4,7.8,12.6,17.0,20.2,24.2,25.3,21.9,16.3,11.0,6.0,http://www.chiba-forest.jp/seiwa/,"https://www.google.com/maps?q=35.1755678,140.0174567"
森のまきばオートキャンプ場,千葉県,,,15.1,4.1,5.2,8.6,13.7,18.2,21.3,25.4,26.5,22.9,17.3,11.8,6.6,,"https://www.google.com/maps?q=35.3907755,140.0696053"
マリンピア姫島,大分県,,,16.2,6.1,6.6,9.4,14.1,18.6,22.2,26.3,27.3,23.8,18.7,13.5,8.4,,"https://www.google.com/maps?q=33.7206248,131.6407794"
明石,大分県,,,16.2,6.1,6.6,9.4,14.1,18.6,22.2,26.3,27.3,23.8,18.7,13.5,8.4,,"https://www.google.com/maps?q=33.7229437,131.6579807"
青年団,大分県,,,16.2,6.1,6.6,9.4,14.1,18.6,22.2,26.3,27.3,23.8,18.7,13.5,8.4,,"https://www.google.com/maps?q=33.7223745,131.6577485"
中央公園キャンプ場,青森県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=40.7405496,141.1645269"
権限崎ふるさと自然公園,大分県,,,16.2,6.1,6.6,9.4,14.1,18.6,22.2,26.3,27.3,23.8,18.7,13.5,8.4,,"https://www.google.com/maps?q=33.6860324,131.6048788"
上小川キャンプ場,茨城県,,,12.6,0.6,1.8,5.4,10.9,16.2,20.1,23.9,24.9,21.0,14.8,8.3,2.8,,"https://www.google.com/maps?q=36.7166564,140.3835138"
大原上布施オートキャンプ場,千葉県,,,16.0,6.8,7.2,10.0,14.2,18.0,20.8,23.9,25.9,23.5,18.8,14.2,9.3,https://ethp.net,"https://www.google.com/maps?q=35.2211347,140.3539187"
有野実苑オートキャンプ場,千葉県,,,14.8,3.9,5.0,8.3,13.0,17.6,20.9,24.5,26.0,22.8,17.4,12.0,6.5,https://arinomi.co.jp/,"https://www.google.com/maps?q=35.6747617,140.385199"
天女の里,鳥取県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.5610956,135.0177615"
千坊川砂防公園キャンプ場,山口県,,,15.9,5.0,5.9,9.1,14.0,18.8,22.4,26.3,27.5,23.9,18.2,12.5,7.2,,"https://www.google.com/maps?q=34.0395503,131.4480525"
坪の内オートキャンプ場,奈良県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.2205254,135.8403461"
神津島　長浜野営場,静岡県,,,17.2,8.5,9.1,11.4,15.0,18.6,21.2,24.6,26.3,24.1,20.0,16.1,11.2,,"https://www.google.com/maps?q=34.2276978,139.1379041"
層雲峡オートキャンプ場,北海道,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=43.7721041,142.9023753"
1st Campground (paid),山梨県,,,13.2,2.7,3.5,6.6,11.5,15.9,19.2,22.9,24.1,20.9,15.6,10.3,5.2,,"https://www.google.com/maps?q=35.2898821,138.9678118"
朱鞠内湖畔キャンプ場,北海道,,,4.7,-9.1,-8.6,-4.0,2.3,8.7,14.1,18.2,18.6,13.8,7.1,0.5,-5.9,,"https://www.google.com/maps?q=44.3064265,142.1808003"
厚田キャンプ場,北海道,,,8.0,-3.8,-3.5,-0.1,5.4,11.2,15.6,19.6,20.7,16.9,10.7,4.3,-1.4,,"https://www.google.com/maps?q=43.4074845,141.4496484"
大源太キャニオンキャンプ場,群馬県,,,11.7,-0.4,-0.1,3.0,9.2,15.7,19.9,23.5,24.7,20.5,14.3,7.9,2.3,https://daigenta.net/,"https://www.google.com/maps?q=36.9179207,138.8906201"
国崎公園キャンプ場,長崎県,,,17.3,7.2,8.0,11.1,15.4,19.5,22.9,26.8,27.9,24.9,19.8,14.4,9.3,,"https://www.google.com/maps?q=32.6881586,130.1263221"
カンパーニャ嬬恋キャンプ場,長野県,,,7.4,-4.5,-4.0,-0.4,5.7,11.2,14.9,19.1,19.6,15.5,9.5,3.8,-1.6,https://www.muji.net/camp/tsumagoi/,"https://www.google.com/maps?q=36.5414681,138.4770589"
auto-camping 1620Yen per place,青森県,,,10.2,-2.0,-1.4,2.0,8.2,14.4,18.8,22.5,23.6,19.0,12.0,5.7,0.2,,"https://www.google.com/maps?q=40.2924489,140.4496508"
つつじの里 荒滝,三重県,,,14.8,4.2,4.7,8.0,13.0,17.8,21.4,25.4,26.1,22.7,17.0,11.2,6.2,,"https://www.google.com/maps?q=34.4486422,136.2987998"
大滝げんきプラザ,山梨県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.9493522,138.9009423"
大津谷公園　キャンプ場,岐阜県,,,15.5,3.8,4.6,8.2,13.8,18.9,22.7,26.4,27.6,23.8,18.0,11.8,6.2,,"https://www.google.com/maps?q=35.4517218,136.5403998"
新穂ダムキャンプサイト,新潟県,,,13.8,3.0,3.1,5.9,10.8,15.8,20.0,24.2,26.1,22.5,16.8,11.0,5.7,,"https://www.google.com/maps?q=38.0043296,138.4497362"
ベーチ 長浜,広島県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.1449363,132.4827356"
Tsurumi Ryokuchi Campsite,大阪府,,フリー,17.1,6.2,6.6,9.9,15.2,20.1,23.6,27.7,29.0,25.2,19.5,13.8,8.7,https://www.tsurumi-ryokuchi.jp/facility/bbq-camp.html,"https://www.google.com/maps?q=34.7112924,135.5695054"
丹波笹山キャンプ場,京都府,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.167817,135.2744543"
さかざわキャンプ場,山梨県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.5755039,139.0702987"
滝ノ沢野営場,青森県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=40.4855035,140.8312559"
瀬の本高原茶屋の原キャンプ場,大分県,南小国町,オート/フリー併設,13.2,1.8,3.2,6.8,12.0,16.9,20.5,24.2,24.5,20.9,14.8,9.0,3.6,,"https://www.google.com/maps?q=33.0705263,131.1739095"
みずほの森キャンプ場,長崎県,,,13.0,2.5,3.6,6.8,11.5,15.9,19.2,22.5,23.3,20.4,15.3,10.0,4.7,http://city.unzen.nagasaki.jp,"https://www.google.com/maps?q=32.8171903,130.2645611"
北広島市自然の森キャンプ場,北海道,,,7.2,-6.2,-5.5,-0.9,5.4,11.1,15.2,19.1,20.6,16.8,10.2,3.4,-3.5,,"https://www.google.com/maps?q=42.9304651,141.5044841"
キャンプ場,青森県,,,10.5,-0.7,-0.2,3.1,8.6,13.5,16.7,20.7,22.6,19.4,13.5,7.3,1.7,,"https://www.google.com/maps?q=40.4373605,141.5431426"
キャンプ場,青森県,,,10.5,-0.7,-0.2,3.1,8.6,13.5,16.7,20.7,22.6,19.4,13.5,7.3,1.7,,"https://www.google.com/maps?q=40.438299,141.5435526"
つつじの森キャンプ場,青森県,,,9.6,-0.9,-0.6,2.4,7.6,12.2,15.3,19.5,21.2,18.3,12.6,6.7,1.3,,"https://www.google.com/maps?q=40.409527,141.5851466"
カレイ山展望公園キャンプ場,愛媛県,,,15.4,5.5,5.6,8.4,13.1,17.6,21.3,25.3,26.8,23.4,18.0,12.5,7.7,,"https://www.google.com/maps?q=34.1836304,133.0693009"
広島市青少年野外活動センター 広島市こども村,広島県,広島市,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.57759,132.4313716"
田沢湖キャンプ場,岩手県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=39.7448972,140.6849791"
雪彦山登山口・キャンプ場,鳥取県,,,13.8,2.4,3.1,6.6,12.1,17.1,21.0,24.9,25.8,21.9,15.9,9.9,4.7,,"https://www.google.com/maps?q=35.0607657,134.6627193"
伊奈町制記念公園 キャンプ場,埼玉県,伊奈町,,14.9,3.6,4.6,8.1,13.4,18.4,21.8,25.5,26.7,22.9,17.2,11.1,5.8,,"https://www.google.com/maps?q=36.0126964,139.6095064"
秋田市雄和高尾山キャンプ場,秋田県,,,10.6,-0.9,-0.6,2.3,8.2,14.1,18.6,22.4,23.6,19.2,12.5,6.3,1.2,,"https://www.google.com/maps?q=39.5468375,140.1925324"
秋田市竹の花公園キャンプ場,秋田県,,,10.6,-0.9,-0.6,2.3,8.2,14.1,18.6,22.4,23.6,19.2,12.5,6.3,1.2,,"https://www.google.com/maps?q=39.5264083,140.2430735"
青少年野外活動基地 親子キャンプ場,秋田県,,,7.3,-4.7,-4.2,-0.9,4.8,11.2,15.5,19.3,20.1,15.8,9.5,3.4,-2.2,,"https://www.google.com/maps?q=39.9989827,140.6106396"
なかよしキャンプ場,埼玉県,,,14.3,3.2,4.1,7.6,12.9,17.7,21.0,24.8,25.9,22.1,16.5,10.7,5.6,,"https://www.google.com/maps?q=35.8134086,139.2949876"
大洗サンビーチ,茨城県,,,14.1,3.3,4.1,7.4,12.3,17.0,20.3,24.2,25.6,22.1,16.6,10.8,5.6,,"https://www.google.com/maps?q=36.2960947,140.5634614"
RVパーク GLAGANA,福岡県,,,16.3,5.6,6.6,9.8,14.6,19.4,23.0,26.8,27.7,23.9,18.4,12.8,7.6,,"https://www.google.com/maps?q=33.5431781,130.4990109"
矢筈山キャンプ場,山口県,,,17.0,7.2,7.5,10.3,14.7,19.1,22.5,26.5,27.9,24.6,19.7,14.5,9.5,,"https://www.google.com/maps?q=33.9148629,130.9511326"
星に手のとどく丘キャンプ場,北海道,,,5.8,-8.5,-7.7,-2.9,4.1,10.9,15.6,19.6,19.9,15.2,8.1,1.1,-5.6,,"https://www.google.com/maps?q=43.3859839,142.5338279"
スノーピーク十勝ポロシリキャンプフィールド,北海道,,,5.4,-8.5,-7.7,-2.7,4.1,10.0,13.7,17.4,18.5,15.0,8.7,2.0,-5.4,,"https://www.google.com/maps?q=42.7082491,143.0202416"
バーベキュー広場,埼玉県,,,15.4,4.2,5.2,8.7,13.9,18.7,22.0,25.9,27.1,23.3,17.5,11.6,6.5,,"https://www.google.com/maps?q=35.7947681,139.7709833"
長節湖キャンプ場,北海道,,,5.7,-7.4,-6.4,-1.2,4.1,8.5,12.1,16.1,18.1,15.9,9.9,3.2,-4.2,,"https://www.google.com/maps?q=42.655129,143.6111996"
札内川園地キャンプ場,北海道,,,5.4,-8.5,-7.7,-2.7,4.1,10.0,13.7,17.4,18.5,15.0,8.7,2.0,-5.4,,"https://www.google.com/maps?q=42.5968608,142.9534646"
酸ケ湯キャンプ場,青森県,,,5.2,-7.5,-6.9,-3.5,2.8,9.1,13.6,17.7,18.4,14.1,7.7,1.2,-4.9,,"https://www.google.com/maps?q=40.6479705,140.8482617"
岩木山桜林公園,青森県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=40.626858,140.3340716"
後生掛キャンプ場,岩手県,,,7.3,-4.7,-4.2,-0.9,4.8,11.2,15.5,19.3,20.1,15.8,9.5,3.4,-2.2,,"https://www.google.com/maps?q=39.9800012,140.7987252"
北村ふれあいキャンプ場,北海道,,,7.3,-6.1,-5.4,-1.2,5.4,11.5,15.8,19.7,20.8,16.9,10.4,3.4,-3.3,,"https://www.google.com/maps?q=43.2571083,141.6969551"
鳥海高原家族旅行村,秋田県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=39.0341752,140.0354093"
下湯ダム公園キャンプ場,青森県,,,5.2,-7.5,-6.9,-3.5,2.8,9.1,13.6,17.7,18.4,14.1,7.7,1.2,-4.9,,"https://www.google.com/maps?q=40.6913222,140.7834136"
河原の坊キャンプ場,岩手県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=39.5409982,141.4778052"
笠詰キャンプ場,岩手県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=39.53428,141.4299866"
秋葉公園キャンプ場,新潟県,,,13.2,1.7,1.8,5.1,10.8,16.8,20.8,24.4,25.7,21.8,15.7,9.5,4.4,,"https://www.google.com/maps?q=37.7824019,139.1388281"
徳舜瞥山麓キャンプ場,北海道,,,5.6,-7.2,-6.6,-2.7,3.3,9.6,14.3,18.2,19.1,14.6,7.8,1.3,-4.8,,"https://www.google.com/maps?q=42.6580295,141.0911369"
橋立川キャンプ場,群馬県,,,13.5,1.8,3.0,6.6,12.2,17.3,20.8,24.6,25.5,21.5,15.5,9.2,4.0,,"https://www.google.com/maps?q=35.9627514,139.0569126"
チロリン村,岡山県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.9086055,133.8258749"
ほったらかしキャンプ場,山梨県,,,14.1,2.1,3.6,7.6,13.2,18.0,21.5,25.2,26.1,22.2,16.0,9.8,4.5,,"https://www.google.com/maps?q=35.7084761,138.6485234"
砂浜海岸キャンプ場,青森県,,,9.4,-1.5,-1.2,1.9,7.3,12.1,15.4,19.4,21.3,18.4,12.6,6.5,0.8,,"https://www.google.com/maps?q=41.0620903,141.2432929"
玉川ダムキャンプ場,岩手県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=39.8278094,140.6430158"
相の沢キャンプ場,岩手県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=39.8061548,141.0122674"
矢巾町営キャンプ場,岩手県,,,10.4,-2.0,-1.3,2.4,8.5,14.4,18.6,22.2,23.3,19.1,12.6,6.1,0.5,,"https://www.google.com/maps?q=39.6181128,141.1050657"
湯沢市市民の森キャンプ場,秋田県,,,10.8,-1.5,-1.1,1.9,8.5,14.9,19.4,22.9,24.0,19.7,13.1,6.7,0.9,,"https://www.google.com/maps?q=39.1508203,140.5111469"
法体園地キャンプ場,秋田県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=39.1087014,140.1553429"
八森山レクレーション広場,山形県,,,12.9,1.7,1.9,4.9,10.4,16.0,20.1,23.9,25.3,21.3,15.3,9.5,4.2,,"https://www.google.com/maps?q=38.6845207,139.6656092"
三株高原キャンプ場,茨城県,,,10.9,-0.5,0.1,4.0,8.8,14.8,17.9,22.0,23.1,18.9,13.0,7.0,1.7,,"https://www.google.com/maps?q=37.026833,140.5915884"
西郷村営野外キャンプ場第二,栃木県,,,9.5,-1.7,-1.3,2.0,7.8,13.0,16.4,20.2,21.0,17.3,11.8,6.4,1.1,,"https://www.google.com/maps?q=37.1592428,140.1026204"
勝原園地,福井県,,,13.4,1.1,1.5,5.5,11.8,17.4,21.3,25.1,26.2,22.1,15.9,9.7,3.9,,"https://www.google.com/maps?q=35.972791,136.5954798"
赤城公園キャンプ場,群馬県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.5576722,139.172938"
東山ファミリーランドキャンプ場,新潟県,,,13.3,1.6,1.8,4.9,11.0,16.9,21.0,24.8,26.2,22.0,15.9,9.6,4.2,,"https://www.google.com/maps?q=37.4152448,138.8894452"
竜王峡キャンプ場,福岡県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=33.7704918,130.7862063"
青野原野呂ロッジキャンプ場,神奈川県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://norolodge.com/,"https://www.google.com/maps?q=35.5694332,139.1992778"
青野原オートキャンプ場,神奈川県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.5693204,139.2003742"
高梁自然公園キャンプ場,岡山県,,,14.5,2.8,3.7,7.3,12.9,18.1,22.0,26.0,27.0,22.7,16.3,10.1,4.9,,"https://www.google.com/maps?q=34.7954855,133.5772037"
中主吉川公園,滋賀県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.1355757,135.9905598"
大平山キャンプ場,岡山県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.9056851,133.7092162"
神洞ほたるの里公園,岐阜県,,,14.8,3.2,4.0,7.7,13.3,18.3,22.0,25.7,26.9,23.1,17.2,11.1,5.6,,"https://www.google.com/maps?q=35.5820189,136.8911606"
神恵内青少年旅行村,北海道,,,9.1,-2.3,-1.9,1.4,6.7,11.7,15.7,19.8,21.4,18.3,12.5,5.9,-0.2,,"https://www.google.com/maps?q=43.1481927,140.4210382"
小船キャンプ場,和歌山県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=33.8376851,135.8576617"
矢頭中宮キャンプ場,三重県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.5831947,136.3682149"
猪谷川水辺公園,和歌山県,,,13.5,2.4,3.5,6.9,11.8,16.6,20.2,23.9,24.6,21.4,15.8,9.9,4.5,,"https://www.google.com/maps?q=33.9677269,135.4218187"
虎口池キャンプ場,岡山県,,,16.1,5.5,5.8,8.8,13.7,18.5,22.2,26.3,28.1,24.7,19.0,13.1,7.9,,"https://www.google.com/maps?q=34.5777209,133.9904565"
早島町ふれあいの森公園,岡山県,,,15.8,4.6,5.2,8.5,13.9,19.1,22.9,26.9,27.9,23.9,18.0,12.0,6.7,,"https://www.google.com/maps?q=34.618195,133.8163921"
望地弁天キャンプ場,神奈川県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.5386772,139.3384333"
雨竜沼湿原ゲートパークキャンプ場,北海道,,,6.6,-7.0,-6.3,-1.9,4.2,11.1,15.9,19.9,20.4,15.7,8.9,2.2,-4.3,,"https://www.google.com/maps?q=43.699532,141.6464861"
明河キャンプ場,愛媛県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=33.7967977,133.0381254"
このまさわキャンプ場,神奈川県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.5421244,139.1211873"
油山市民の森キャンプ場,福岡県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=33.5127295,130.3747159"
内浦山県民の森 オートキャンプ場,千葉県,,,16.1,6.2,6.8,9.8,14.4,18.4,21.3,24.9,26.4,23.5,18.5,13.6,8.8,,"https://www.google.com/maps?q=35.1586136,140.1979332"
内浦山県民の森 第一キャンプ場,千葉県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.1612089,140.1987403"
内浦山県民の森 第二キャンプ場,千葉県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.1619847,140.1961215"
開田高原キャンプ場,富山県,,,7.6,-4.8,-4.1,-0.2,6.0,11.6,15.5,19.4,20.0,15.9,9.5,3.5,-1.9,,"https://www.google.com/maps?q=35.926316,137.5563543"
波田リバーパークキャンプ場,長野県,,,11.5,-1.4,0.0,3.9,9.8,15.7,19.6,23.2,24.3,19.9,13.4,7.1,1.7,,"https://www.google.com/maps?q=36.2169556,137.8752585"
平湯キャンプ場,富山県,,,9.7,-2.3,-1.9,1.8,8.0,13.6,17.5,21.1,22.2,18.0,11.8,5.8,0.4,,"https://www.google.com/maps?q=36.183493,137.5510712"
合掌の森中尾キャンプ場,富山県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.2595753,137.5729899"
本栖湖いこいの森キャンプ場,山梨県,身延町,,12.3,0.3,1.9,5.8,11.4,16.0,19.6,23.4,24.2,20.3,14.2,8.2,2.8,,"https://www.google.com/maps?q=35.4538967,138.568493"
浩庵テント村,山梨県,,,12.3,0.3,1.9,5.8,11.4,16.0,19.6,23.4,24.2,20.3,14.2,8.2,2.8,,"https://www.google.com/maps?q=35.4515906,138.5709453"
三平山キャンプ場,島根県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.2860617,133.5746161"
とんぼの里公園キャンプ場,岡山県,,,13.8,2.2,3.0,6.4,12.1,17.4,21.4,25.4,26.2,21.9,15.6,9.4,4.2,,"https://www.google.com/maps?q=35.0888003,133.8575357"
清流と棚田の里,長崎県,長崎市,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=32.8986056,129.7651755"
竹田市野外活動施設そうぞうの丘,大分県,,,14.7,3.9,5.0,8.4,13.6,18.2,21.3,25.4,25.7,22.0,16.5,11.0,5.8,,"https://www.google.com/maps?q=32.9634048,131.3997561"
平江キャンプ場,鹿児島県,,,16.6,5.9,7.2,10.5,15.1,19.4,22.9,26.7,27.2,24.3,18.8,13.1,7.8,,"https://www.google.com/maps?q=32.0136911,130.4843217"
本郷憩の森キャンプ場,岡山県,,,15.7,4.6,5.2,8.5,13.7,18.7,22.5,26.6,27.9,24.0,18.0,12.0,6.8,,"https://www.google.com/maps?q=34.4856936,133.2491206"
深山峡公園三本松キャンプ場,広島県,,,14.2,2.9,3.9,7.2,12.6,17.6,21.0,24.6,25.9,22.3,16.7,11.0,5.2,,"https://www.google.com/maps?q=34.487672,132.8996582"
オートキャンプ沢谷,奈良県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.2417419,135.8544514"
立石沢,山形県,,,10.2,-0.8,-0.5,2.6,8.2,13.6,17.4,21.1,22.1,18.4,12.4,6.5,1.5,,"https://www.google.com/maps?q=38.28384,140.5385939"
五合目,山形県,,,10.2,-0.8,-0.5,2.6,8.2,13.6,17.4,21.1,22.1,18.4,12.4,6.5,1.5,,"https://www.google.com/maps?q=38.2902843,140.5368718"
7合目,山形県,,,10.2,-0.8,-0.5,2.6,8.2,13.6,17.4,21.1,22.1,18.4,12.4,6.5,1.5,,"https://www.google.com/maps?q=38.2943084,140.5306824"
山荘八塩,秋田県,,,10.7,-1.1,-0.8,2.0,8.1,14.5,19.0,22.9,24.0,19.5,12.8,6.6,1.2,,"https://www.google.com/maps?q=39.2608838,140.2335943"
野鳥の家,秋田県,,,10.7,-1.1,-0.8,2.0,8.1,14.5,19.0,22.9,24.0,19.5,12.8,6.6,1.2,,"https://www.google.com/maps?q=39.2586159,140.234517"
大野路ファミリーキャンプ場,山梨県,,,13.2,2.7,3.5,6.6,11.5,15.9,19.2,22.9,24.1,20.9,15.6,10.3,5.2,,"https://www.google.com/maps?q=35.2587786,138.8626433"
白猪谷オートキャンプ場,高知県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=33.7520449,133.1979243"
泉ヶ岳ゼロ村,宮城県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=38.3713453,140.7700636"
エルム高原オートキャンプ場,北海道,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=43.5920931,142.0487085"
吉田キャンプ場,香川県,,,16.0,5.6,5.9,8.8,13.9,18.5,22.1,26.1,27.4,24.0,18.6,13.2,8.1,,"https://www.google.com/maps?q=34.5575851,134.3454841"
静原キャンプ場,京都府,,,16.2,4.8,5.4,8.8,14.4,19.5,23.3,27.3,28.5,24.4,18.4,12.5,7.2,,"https://www.google.com/maps?q=35.1201291,135.8013928"
七ヶ宿オートキャンプ場 きららの森,山形県,,,11.2,0.0,0.5,3.4,9.2,14.7,18.5,22.2,23.2,19.3,13.2,7.3,2.3,,"https://www.google.com/maps?q=37.9976704,140.367287"
二風谷ファミリーランドオートキャンプ場,北海道,,,6.5,-8.1,-7.1,-1.6,5.1,11.3,15.6,19.5,20.4,16.2,9.1,2.4,-4.7,,"https://www.google.com/maps?q=42.6453473,142.1719651"
大平キャンプ場跡地,神奈川県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.5181021,139.1635939"
鰺ヶ沢キャンピングパーク,青森県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=40.7046001,140.2741966"
キリスト教 森郷キャンプ場,宮城県,,,11.8,0.9,1.3,4.4,9.6,14.6,18.3,22.0,23.5,20.3,14.8,8.8,3.4,,"https://www.google.com/maps?q=38.3433573,140.9868633"
浦河町オロマップキャンプ場,北海道,,,6.6,-6.6,-5.7,-1.2,4.7,10.5,14.6,18.6,19.7,15.8,9.1,3.0,-3.4,,"https://www.google.com/maps?q=42.2282365,142.9048781"
